23238,1650466916,1650466916,13,91,12,95,1,1.00,0.00
23239,1650466918,1650466918,13,91,12,95,6,2.00,0.00
23242,1650467077,1650467077,13,91,12,95,3,2.00,369.83
23243,1650467077,1650467077,13,91,12,95,3,2.00,447.57
23244,1650467078,1650467078,13,91,12,95,1,2.00,447.57
23250,1650467102,1650467102,13,91,12,95,3,2.00,530.01
23251,1650467102,1650467102,13,91,12,95,3,2.00,531.19
23252,1650467102,1650467102,13,91,12,95,1,2.00,531.19
23253,1650467124,1650467124,13,91,12,95,3,2.00,612.46
23254,1650467158,1650467158,13,91,12,95,3,2.00,785.60
23255,1650467158,1650467158,13,91,12,95,1,2.00,785.60
23256,1650467175,1650467175,13,91,12,95,3,2.00,907.06
23257,1650467175,1650467175,13,91,12,95,1,2.00,907.06
23258,1650467184,1650467184,13,91,12,95,1,2.00,938.66
23259,1650467184,1650467184,13,91,12,95,3,2.00,938.66
23260,1650467202,1650467202,13,91,12,95,3,2.00,991.32
23261,1650467202,1650467202,13,91,12,95,1,2.00,991.32
23265,1650467268,1650467268,13,91,12,95,2,2.00,1078.00
23271,1650467303,1650467303,13,91,12,95,1,2.00,1078.00
23273,1650467419,1650467419,13,91,12,95,3,2.00,1300.31
23274,1650467424,1650467424,13,91,12,95,2,2.00,1301.48
23275,1650467425,1650467425,13,91,12,95,5,2.00,1301.48
91281,1654404917,1654404917,13,91,12,95,1,1.00,0.00
91282,1654404941,1654404941,13,91,12,95,2,1.00,22.60
91286,1654405428,1654405428,13,91,12,95,1,1.00,22.60
91304,1654406708,1654406708,13,91,12,95,5,1.00,1301.48
91305,1654406708,1654406708,13,91,12,95,2,1.00,1301.48
70020,1652862395,1652862395,13,91,13,95,1,1.00,0.00
70021,1652863466,1652863466,13,91,13,95,3,1.00,985.39
70024,1652863790,1652863790,13,91,13,95,5,1.00,1301.48
76296,1653083698,1653083698,13,91,15,95,1,1.00,0.00
76297,1653085000,1653085000,13,91,15,95,2,1.00,1301.48
76298,1653085000,1653085000,13,91,15,95,5,1.00,1301.48
60223,1652251866,1652251866,13,91,16,95,6,1.10,0.00
60224,1652251866,1652251866,13,91,16,95,6,1.10,0.00
60225,1652252052,1652252052,13,91,16,95,6,1.10,0.00
60226,1652252052,1652252052,13,91,16,95,6,1.10,0.00
60227,1652252053,1652252053,13,91,16,95,1,1.10,0.00
60231,1652252962,1652252962,13,91,16,95,6,1.20,1000.31
60232,1652252962,1652252962,13,91,16,95,6,1.20,1000.31
60233,1652253044,1652253044,13,91,16,95,6,1.10,1097.60
60234,1652253044,1652253044,13,91,16,95,6,1.10,1097.60
60235,1652253165,1652253165,13,91,16,95,6,1.00,1231.17
60236,1652253165,1652253165,13,91,16,95,6,1.00,1231.17
60238,1652253235,1652253235,13,91,16,95,5,1.00,1301.48
60239,1652253235,1652253235,13,91,16,95,2,1.00,1301.48
82318,1654081047,1654081047,13,91,17,95,1,1.00,0.00
82319,1654081049,1654081049,13,91,17,95,6,2.00,0.00
82361,1654081700,1654081700,13,91,17,95,2,2.00,1301.48
82362,1654081700,1654081700,13,91,17,95,5,2.00,1301.48
71307,1652969426,1652969426,13,91,19,95,1,1.00,0.00
71310,1652969463,1652969463,13,91,19,95,2,1.00,9.04
71329,1652969712,1652969712,13,91,19,95,1,1.00,9.04
71411,1652971133,1652971133,13,91,19,95,5,1.00,1301.48
71412,1652971134,1652971134,13,91,19,95,2,1.00,1301.48
95708,1654434200,1654434200,13,91,20,95,1,1.00,0.00
95709,1654434216,1654434216,13,91,20,95,6,1.50,15.37
95719,1654434260,1654434260,13,91,20,95,3,1.50,119.06
95720,1654434260,1654434260,13,91,20,95,4,1.50,119.06
95721,1654434260,1654434260,13,91,20,95,1,1.50,119.06
95722,1654434273,1654434273,13,91,20,95,3,1.50,162.92
95723,1654434276,1654434276,13,91,20,95,3,1.50,196.34
