12,0
14,1
15,1
16,1
17,0
19,1
20,1
21,1
23,1
24,1
25,0
27,1
28,0
29,1
31,1
32,1
33,0
34,1
35,0
36,1
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,0
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,0
56,0
57,1
58,1
59,0
62,0
63,1
64,1
65,1
66,0
67,1
68,1
69,1
70,1
71,1
72,0
73,1
74,0
75,1
76,1
77,0
78,0
79,0
81,1
83,1
84,1
85,1
87,1
89,1
90,0
91,0
92,1
94,1
95,1
97,1
98,1
100,1
101,1
103,1
104,1
105,0
106,1
107,1
108,0
109,0
124,0
125,0
129,1
132,1
136,0
139,0
141,1
142,1
143,0
145,1
147,0
152,0
157,0
159,1
163,0
164,1
166,1
170,1
172,1
174,1
175,0
184,0
186,1
190,1
191,1
199,1
201,1
202,1
203,1
205,1
206,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
218,1
219,1
220,1
225,1
226,1
228,0
229,1
230,0
232,1
269,0
315,0
316,1
317,1
318,1
325,0
326,0
331,1
332,1
336,1
337,1
342,1
345,1
346,1
348,1
349,1
351,1
352,1
353,0
354,0
355,1
358,0
360,0
361,0
362,1
364,0
367,1
368,1
371,1
372,1
373,1
375,1
376,1
377,1
379,0
381,1
383,1
386,1
387,1
388,1
389,1
391,1
392,0
393,1
394,0
395,1
396,1
397,1
398,0
400,1
401,1
402,1
403,1
404,1
405,0
406,1
407,1
408,1
410,1
412,0
413,1
415,1
417,1
23122,1650458564,1650458564,13,75,12,78,1,1.00,0.00
23123,1650458567,1650458567,13,75,12,78,6,2.00,3.18
23124,1650458769,1650458769,13,75,12,78,2,2.00,406.62
23125,1650458835,1650458835,13,75,12,78,1,2.00,406.62
23126,1650459112,1650459112,13,75,12,78,5,2.00,958.66
23127,1650459112,1650459112,13,75,12,78,2,2.00,958.66
23791,1650721210,1650721210,13,75,14,78,6,2.00,0.00
23792,1650721210,1650721210,13,75,14,78,6,2.00,0.00
23793,1650721229,1650721229,13,75,14,78,1,2.00,0.00
23794,1650721235,1650721235,13,75,14,78,6,1.00,11.26
23795,1650721236,1650721236,13,75,14,78,6,2.00,11.96
25096,1650801303,1650801303,13,75,14,78,6,2.00,0.00
25097,1650801303,1650801303,13,75,14,78,6,2.00,0.00
25801,1650959960,1650959960,13,75,15,78,1,1.00,0.00
25804,1650960112,1650960112,13,75,15,78,2,1.00,151.80
25806,1650960268,1650960268,13,75,15,78,1,1.00,151.80
25812,1650961076,1650961076,13,75,15,78,2,1.00,958.66
25813,1650961076,1650961076,13,75,15,78,5,1.00,958.66
22829,1650336938,1650336938,13,75,16,78,1,1.00,0.01
22830,1650337122,1650337122,13,75,16,78,2,1.00,184.38
22831,1650337169,1650337169,13,75,16,78,1,1.00,184.38
22832,1650337369,1650337369,13,75,16,78,2,1.00,383.83
22833,1650337414,1650337414,13,75,16,78,1,1.00,383.83
22834,1650337498,1650337498,13,75,16,78,2,1.00,466.69
22835,1650337600,1650337600,13,75,16,78,1,1.00,466.69
22836,1650338093,1650338093,13,75,16,78,2,1.00,958.66
22837,1650338093,1650338093,13,75,16,78,5,1.00,958.66
82013,1654072302,1654072302,13,75,17,78,1,1.00,0.00
82014,1654072306,1654072306,13,75,17,78,6,2.00,3.68
82016,1654072784,1654072784,13,75,17,78,2,2.00,958.66
82017,1654072784,1654072784,13,75,17,78,5,2.00,958.66
69816,1652781847,1652781847,13,75,19,78,1,1.00,0.00
69817,1652781856,1652781856,13,75,19,78,2,1.00,9.57
69818,1652781858,1652781858,13,75,19,78,1,1.00,9.63
69819,1652781886,1652781886,13,75,19,78,1,1.00,0.00
69824,1652782845,1652782845,13,75,19,78,5,1.00,958.66
69825,1652782845,1652782845,13,75,19,78,2,1.00,958.66
71821,1653015064,1653015064,13,75,20,78,1,1.00,0.00
71834,1653016142,1653016142,13,75,20,78,2,1.00,958.76
71835,1653016142,1653016142,13,75,20,78,5,1.00,958.76
25915,1651024122,1651024122,13,75,21,78,1,1.00,0.00
25917,1651025081,1651025081,13,75,21,78,2,1.00,958.66
25918,1651025081,1651025081,13,75,21,78,5,1.00,958.66
23771,1650720794,1650720794,13,75,23,78,1,1.00,0.00
23824,1650721753,1650721753,13,75,23,78,2,1.00,958.66
23825,1650721753,1650721753,13,75,23,78,5,1.00,958.66
30534,1651850848,1651850848,13,75,24,78,6,1.10,0.00
30535,1651850848,1651850848,13,75,24,78,6,1.10,0.00
30536,1651850851,1651850851,13,75,24,78,1,1.10,0.00
30546,1651851722,1651851722,13,75,24,78,2,1.10,958.66
30547,1651851722,1651851722,13,75,24,78,5,1.10,958.66
23776,1650720968,1650720968,13,75,25,78,1,1.00,0.00
23831,1650721928,1650721928,13,75,25,78,2,1.00,958.66
23832,1650721928,1650721928,13,75,25,78,5,1.00,958.66
24047,1650731650,1650731650,13,75,27,78,1,1.00,0.01
24052,1650732371,1650732371,13,75,27,78,6,1.50,721.10
24053,1650732372,1650732372,13,75,27,78,6,2.00,722.58
24055,1650732490,1650732490,13,75,27,78,2,2.00,958.66
24056,1650732490,1650732490,13,75,27,78,5,2.00,958.66
24155,1650779636,1650779636,13,75,28,78,1,1.00,0.00
24185,1650785129,1650785129,13,75,28,78,1,1.00,0.00
24202,1650786088,1650786088,13,75,28,78,2,1.00,958.66
24203,1650786088,1650786088,13,75,28,78,5,1.00,958.66
22040,1650160744,1650160744,13,75,29,78,1,1.00,0.00
22041,1650161705,1650161705,13,75,29,78,5,1.00,958.66
22042,1650161705,1650161705,13,75,29,78,2,1.00,958.66
22699,1650284207,1650284207,13,75,31,78,1,1.00,0.00
28744,1651577588,1651577588,13,75,31,78,1,1.00,0.00
28745,1651577589,1651577589,13,75,31,78,6,1.50,1.07
28746,1651577589,1651577589,13,75,31,78,6,2.00,1.24
28760,1651578069,1651578069,13,75,31,78,2,2.00,958.66
28761,1651578069,1651578069,13,75,31,78,5,2.00,958.66
23773,1650720872,1650720872,13,75,32,78,1,1.00,0.07
